Epoch,Type (TRAIN),Mean Accuracy (TRAIN),Precision (TRAIN),Sensitivity (TRAIN),Specificity (TRAIN),FNR (TRAIN),F1 Score (TRAIN),Epoch,Type (VAL),Mean Accuracy (VAL),Precision (VAL),Sensitivity (VAL),Specificity (VAL),FNR (VAL),F1 Score (VAL),Epoch,Type (TEST),Mean Accuracy (TEST),Precision (TEST),Sensitivity (TEST),Specificity (TEST),FNR (TEST),F1 Score (TEST),Epoch,Type (TEST),Mean Accuracy (TEST),Precision (TEST),Sensitivity (TEST),Specificity (TEST),FNR (TEST),F1 Score (TEST)
0,Overall (Macro-Average),13.793103448275861,9.07309209194366,6.376723151781627,93.99039996303702,93.62327684821835,7.23342581327662,0,Overall (Macro-Average),17.098445595854923,11.05963105963106,14.758182999211042,86.63046673266312,85.24181700078896,9.383911543002453,1,Overall (Macro-Average),10.059171597633137,0.7185122569737955,7.142857142857143,92.85714285714286,92.85714285714286,1.30568356374808,1,Overall (Macro-Average),16.56804733727811,7.254025772081502,13.458555196847092,86.51353619725147,86.5414448031529,9.129416400332735
0,Soft tissue swelling,85.3238015138772,9.923664122137405,5.327868852459016,94.47047797563262,94.67213114754098,6.933333333333334,0,Soft tissue swelling,83.93782383419689,0.0,0.0,100.0,100.0,0.0,1,Soft tissue swelling,81.65680473372781,0.0,0.0,100.0,100.0,0.0,1,Soft tissue swelling,81.65680473372781,0.0,0.0,100.0,100.0,0.0
0,Joint effusion,71.2363330529857,22.478386167146976,15.821501014198782,85.72944297082228,84.17849898580123,18.57142857142857,0,Joint effusion,37.82383419689119,33.88888888888889,98.38709677419355,9.16030534351145,1.6129032258064515,50.41322314049587,1,Joint effusion,63.905325443786985,0.0,0.0,100.0,100.0,0.0,1,Joint effusion,37.278106508875744,35.099337748344375,86.88524590163934,9.25925925925926,13.114754098360656,50.00000000000001
0,Distal humerus,95.62657695542472,4.545454545454546,3.125,98.18496110630942,96.875,3.7037037037037037,0,Distal humerus,93.78238341968913,0.0,0.0,100.0,100.0,0.0,1,Distal humerus,94.67455621301775,0.0,0.0,100.0,100.0,0.0,1,Distal humerus,94.67455621301775,0.0,0.0,100.0,100.0,0.0
0,supracondylar,62.53153910849454,28.8135593220339,19.68162083936324,80.08298755186722,80.31837916063675,23.3877901977644,0,supracondylar,47.15025906735752,45.94594594594595,97.70114942528735,5.660377358490567,2.2988505747126435,62.50000000000001,1,supracondylar,45.562130177514796,0.0,0.0,100.0,100.0,0.0,1,supracondylar,55.62130177514793,55.34591194968554,95.65217391304348,7.792207792207792,4.3478260869565215,70.11952191235059
0,medial epicondyle displaced,96.50967199327167,0.0,0.0,99.47984395318595,100.0,0.0,0,medial epicondyle displaced,92.74611398963731,0.0,0.0,100.0,100.0,0.0,1,medial epicondyle displaced,95.26627218934911,0.0,0.0,100.0,100.0,0.0,1,medial epicondyle displaced,95.26627218934911,0.0,0.0,100.0,100.0,0.0
0,lateral epicondyle displaced,95.1219512195122,0.0,0.0,99.77944419938244,100.0,0.0,0,lateral epicondyle displaced,93.78238341968913,0.0,0.0,100.0,100.0,0.0,1,lateral epicondyle displaced,89.3491124260355,0.0,0.0,100.0,100.0,0.0,1,lateral epicondyle displaced,89.3491124260355,0.0,0.0,100.0,100.0,0.0
0,olecranon,95.45836837678722,1.7241379310344827,1.9230769230769231,97.5494411006019,98.07692307692307,1.8181818181818181,0,olecranon,96.89119170984456,0.0,0.0,100.0,100.0,0.0,1,olecranon,96.44970414201184,0.0,0.0,100.0,100.0,0.0,1,olecranon,96.44970414201184,0.0,0.0,100.0,100.0,0.0
0,Elbow dislocation anterior,98.107653490328,0.0,0.0,98.60524091293323,100.0,0.0,0,Elbow dislocation anterior,98.44559585492227,0.0,0.0,99.47643979057592,100.0,0.0,1,Elbow dislocation anterior,98.81656804733728,0.0,0.0,100.0,100.0,0.0,1,Elbow dislocation anterior,98.22485207100591,0.0,0.0,99.40119760479041,100.0,0.0
0,Elbow dislocation posterior,95.24810765349034,2.857142857142857,4.25531914893617,97.08279708279707,95.74468085106383,3.4188034188034186,0,Elbow dislocation posterior,98.96373056994818,0.0,0.0,100.0,100.0,0.0,1,Elbow dislocation posterior,98.81656804733728,0.0,0.0,100.0,100.0,0.0,1,Elbow dislocation posterior,98.81656804733728,0.0,0.0,100.0,100.0,0.0
