Epoch,Type (TRAIN),Mean Accuracy (TRAIN),Precision (TRAIN),Sensitivity (TRAIN),Specificity (TRAIN),FNR (TRAIN),F1 Score (TRAIN),Epoch,Type (VAL),Mean Accuracy (VAL),Precision (VAL),Sensitivity (VAL),Specificity (VAL),FNR (VAL),F1 Score (VAL),Epoch,Type (TEST),Mean Accuracy (TEST),Precision (TEST),Sensitivity (TEST),Specificity (TEST),FNR (TEST),F1 Score (TEST),Epoch,Type (TEST),Mean Accuracy (TEST),Precision (TEST),Sensitivity (TEST),Specificity (TEST),FNR (TEST),F1 Score (TEST)
0,Overall (Macro-Average),20.479394449116906,9.899924641258886,6.082802866101846,94.22740788805915,93.91719713389816,7.368769112978045,0,Overall (Macro-Average),29.015544041450774,6.9410815173527025,6.9311209057125565,93.47253052164261,93.06887909428745,3.6141636141636146,1,Overall (Macro-Average),10.059171597633137,7.870791628753412,6.800328827183046,93.37406015037594,93.19967117281696,1.4672387308649826,1,Overall (Macro-Average),1.7751479289940828,8.719444823263663,18.491454552835627,81.63158980299099,81.50854544716437,11.154629432857755
0,Soft tissue swelling,86.75357443229605,13.402061855670103,5.327868852459016,96.06373008434865,94.67213114754098,7.624633431085044,0,Soft tissue swelling,83.93782383419689,0.0,0.0,100.0,100.0,0.0,1,Soft tissue swelling,81.65680473372781,0.0,0.0,100.0,100.0,0.0,1,Soft tissue swelling,81.65680473372781,0.0,0.0,100.0,100.0,0.0
0,Joint effusion,74.30613961312027,22.429906542056074,9.73630831643002,91.19363395225464,90.26369168356997,13.578500707213577,0,Joint effusion,67.87564766839378,0.0,0.0,100.0,100.0,0.0,1,Joint effusion,63.905325443786985,0.0,0.0,100.0,100.0,0.0,1,Joint effusion,36.68639053254438,36.30952380952381,100.0,0.9259259259259258,0.0,53.27510917030568
0,Distal humerus,94.65937762825905,1.5384615384615385,1.5625,97.23422644770959,98.4375,1.5503875968992251,0,Distal humerus,93.78238341968913,0.0,0.0,100.0,100.0,0.0,1,Distal humerus,94.67455621301775,0.0,0.0,100.0,100.0,0.0,1,Distal humerus,94.67455621301775,0.0,0.0,100.0,100.0,0.0
0,supracondylar,64.25567703952902,34.622823984526114,25.904486251808972,79.96443390634262,74.09551374819102,29.635761589403973,0,supracondylar,55.44041450777202,66.66666666666666,2.2988505747126435,99.05660377358491,97.70114942528735,4.444444444444444,1,supracondylar,46.15384615384615,100.0,1.0869565217391304,100.0,98.91304347826086,2.150537634408602,1,supracondylar,52.662721893491124,54.83870967741935,73.91304347826086,27.27272727272727,26.08695652173913,62.96296296296296
0,medial epicondyle displaced,95.37426408746846,2.4390243902439024,1.4084507042253522,98.26614651061986,98.59154929577466,1.7857142857142856,0,medial epicondyle displaced,92.74611398963731,0.0,0.0,100.0,100.0,0.0,1,medial epicondyle displaced,95.26627218934911,0.0,0.0,100.0,100.0,0.0,1,medial epicondyle displaced,95.26627218934911,0.0,0.0,100.0,100.0,0.0
0,lateral epicondyle displaced,94.78553406223718,6.666666666666667,0.9009009009009009,99.38244375827084,99.09909909909909,1.5873015873015874,0,lateral epicondyle displaced,93.78238341968913,0.0,0.0,100.0,100.0,0.0,1,lateral epicondyle displaced,89.3491124260355,0.0,0.0,100.0,100.0,0.0,1,lateral epicondyle displaced,28.994082840236686,8.19672131147541,55.55555555555556,25.82781456953642,44.44444444444444,14.285714285714286
0,olecranon,94.86963835155593,0.0,0.0,96.99054170249354,100.0,0.0,0,olecranon,96.89119170984456,0.0,0.0,100.0,100.0,0.0,1,olecranon,96.44970414201184,0.0,0.0,100.0,100.0,0.0,1,olecranon,96.44970414201184,0.0,0.0,100.0,100.0,0.0
0,Elbow dislocation anterior,97.9394449116905,0.0,0.0,98.43617920540999,100.0,0.0,0,Elbow dislocation anterior,98.96373056994818,0.0,0.0,100.0,100.0,0.0,1,Elbow dislocation anterior,98.81656804733728,0.0,0.0,100.0,100.0,0.0,1,Elbow dislocation anterior,98.81656804733728,0.0,0.0,100.0,100.0,0.0
0,Elbow dislocation posterior,97.89739276703112,0.0,0.0,99.87129987129987,100.0,0.0,0,Elbow dislocation posterior,98.96373056994818,0.0,0.0,100.0,100.0,0.0,1,Elbow dislocation posterior,98.81656804733728,0.0,0.0,100.0,100.0,0.0,1,Elbow dislocation posterior,98.81656804733728,0.0,0.0,100.0,100.0,0.0
