Epoch,Type (TRAIN),Mean Accuracy (TRAIN),Precision (TRAIN),Sensitivity (TRAIN),Specificity (TRAIN),FNR (TRAIN),F1 Score (TRAIN),Epoch,Type (VAL),Mean Accuracy (VAL),Precision (VAL),Sensitivity (VAL),Specificity (VAL),FNR (VAL),F1 Score (VAL),Epoch,Type (TEST),Mean Accuracy (TEST),Precision (TEST),Sensitivity (TEST),Specificity (TEST),FNR (TEST),F1 Score (TEST),Epoch,Type (TEST),Mean Accuracy (TEST),Precision (TEST),Sensitivity (TEST),Specificity (TEST),FNR (TEST),F1 Score (TEST)
0,Overall (Macro-Average),2.0107238605898123,19.43418563688997,38.95929925998802,63.890642483653366,61.04070074001198,19.736366415704058,0,Overall (Macro-Average),0.0,16.984865631568738,56.94677871148459,42.23235048507657,43.0532212885154,21.645915033132745,1,Overall (Macro-Average),8.51063829787234,10.863095238095237,3.9583333333333335,94.53793953003925,96.04166666666667,5.767844268204759,1,Overall (Macro-Average),0.0,20.063904128907712,66.93627450980392,42.367713369775146,33.06372549019608,26.395052972879338
0,Alignment,47.85522788203753,56.043956043956044,24.817518248175183,76.11940298507463,75.18248175182481,34.40134907251265,0,Alignment,53.76344086021505,55.55555555555556,78.43137254901961,23.809523809523807,21.568627450980394,65.04065040650408,1,Alignment,50.0,61.904761904761905,25.0,80.95238095238095,75.0,35.61643835616439,1,Alignment,54.25531914893617,56.52173913043478,75.0,28.57142857142857,25.0,64.46280991735537
0,Soft_tissue_Swelling,69.0348525469169,11.458333333333332,26.506024096385545,74.35897435897436,73.49397590361446,16.0,0,Soft_tissue_Swelling,46.236559139784944,8.333333333333332,40.0,46.98795180722892,60.0,13.79310344827586,1,Soft_tissue_Swelling,89.36170212765957,0.0,0.0,100.0,100.0,0.0,1,Soft_tissue_Swelling,48.93617021276596,12.0,60.0,47.61904761904761,40.0,20.0
0,Listhesis,89.41018766756032,0.0,0.0,97.37226277372262,100.0,0.0,0,Listhesis,26.881720430107524,8.450704225352112,66.66666666666666,22.61904761904762,33.33333333333333,14.999999999999998,1,Listhesis,87.2340425531915,0.0,0.0,100.0,100.0,0.0,1,Listhesis,25.53191489361702,13.750000000000002,91.66666666666666,15.853658536585366,8.333333333333332,23.913043478260875
0,Fracture,39.67828418230563,12.236286919831224,63.04347826086957,36.391437308868504,36.95652173913043,20.49469964664311,0,Fracture,48.38709677419355,16.0,57.14285714285714,46.835443037974684,42.857142857142854,25.0,1,Fracture,79.7872340425532,0.0,0.0,97.40259740259741,100.0,0.0,1,Fracture,51.06382978723404,20.408163265306122,58.82352941176471,49.35064935064935,41.17647058823529,30.303030303030297
0,Dislocation,60.58981233243968,3.4246575342465753,45.45454545454545,61.04972375690608,54.54545454545454,6.369426751592356,0,Dislocation,27.956989247311824,2.941176470588235,66.66666666666666,26.666666666666668,33.33333333333333,5.633802816901408,1,Dislocation,93.61702127659575,0.0,0.0,100.0,100.0,0.0,1,Dislocation,28.723404255319153,8.21917808219178,100.0,23.863636363636363,0.0,15.189873417721518
0,Spinous,21.84986595174263,5.756578947368421,77.77777777777779,18.25962910128388,22.22222222222222,10.719754977029096,0,Spinous,3.225806451612903,2.1739130434782608,100.0,1.098901098901099,0.0,4.255319148936169,1,Spinous,85.1063829787234,0.0,0.0,89.8876404494382,100.0,0.0,1,Spinous,8.51063829787234,5.4945054945054945,100.0,3.3707865168539324,0.0,10.416666666666668
0,Other_Pathogens,77.34584450402144,33.33333333333333,33.07086614173229,86.4297253634895,66.92913385826772,33.201581027667984,0,Other_Pathogens,82.79569892473118,0.0,0.0,100.0,100.0,0.0,1,Other_Pathogens,80.85106382978722,0.0,0.0,97.43589743589743,100.0,0.0,1,Other_Pathogens,82.97872340425532,0.0,0.0,100.0,100.0,0.0
0,normal,54.6916890080429,33.220338983050844,41.00418410041841,61.1439842209073,58.995815899581594,36.70411985018727,0,normal,62.365591397849464,42.42424242424242,46.666666666666664,69.84126984126983,53.333333333333336,44.44444444444444,1,normal,63.829787234042556,25.0,6.666666666666667,90.625,93.33333333333333,10.526315789473685,1,normal,63.829787234042556,44.11764705882353,50.0,70.3125,50.0,46.875
1,Overall (Macro-Average),2.1447721179624666,19.514039485425513,31.512981019693218,72.43871839339666,68.48701898030679,18.528345725345954,1,Overall (Macro-Average),0.0,14.851770630279402,33.280812324929975,66.57253905500055,66.71918767507003,16.24996081097335,1,Overall (Macro-Average),8.51063829787234,10.863095238095237,3.9583333333333335,94.53793953003925,96.04166666666667,5.767844268204759,1,Overall (Macro-Average),0.0,20.063904128907712,66.93627450980392,42.367713369775146,33.06372549019608,26.395052972879338
1,Alignment,46.64879356568365,53.89221556886228,21.897810218978105,77.01492537313432,78.1021897810219,31.141868512110733,1,Alignment,40.86021505376344,45.0,35.294117647058826,47.61904761904761,64.70588235294117,39.56043956043956,1,Alignment,50.0,61.904761904761905,25.0,80.95238095238095,75.0,35.61643835616439,1,Alignment,54.25531914893617,56.52173913043478,75.0,28.57142857142857,25.0,64.46280991735537
1,Soft_tissue_Swelling,77.61394101876675,8.823529411764707,10.843373493975903,85.97285067873304,89.1566265060241,9.72972972972973,1,Soft_tissue_Swelling,72.04301075268818,5.555555555555555,10.0,79.51807228915662,90.0,7.142857142857143,1,Soft_tissue_Swelling,89.36170212765957,0.0,0.0,100.0,100.0,0.0,1,Soft_tissue_Swelling,48.93617021276596,12.0,60.0,47.61904761904761,40.0,20.0
1,Listhesis,91.5549597855228,0.0,0.0,99.7080291970803,100.0,0.0,1,Listhesis,90.32258064516128,0.0,0.0,100.0,100.0,0.0,1,Listhesis,87.2340425531915,0.0,0.0,100.0,100.0,0.0,1,Listhesis,25.53191489361702,13.750000000000002,91.66666666666666,15.853658536585366,8.333333333333332,23.913043478260875
